cuisineName,tagName
South Indian,bisibelebath
Fast Food,popcorn
South Indian,ghee roast
Desserts,gulab jam
Desserts,cheese-cake
Desserts,cheese-cakes
Fast Food,kuzhipaniyaram
Fast Food,paddu
Desserts,mud pie
North Indian,bhuna
North Indian,paranthas
North Indian,parantha
North Indian,kadhai paneer
Fast Food,sandwitch
Fast Food,sanwitch
Fast Food,sanwich
Fast Food,sanwiches
Italian,pizzza
Fast Food,cheese grill
Fast Food,chicken grill
Fast Food,paneer grill
Fast Food,veg grill
Fast Food,Bakery
Fast Food,grilled cheese sandwich
Italian,veg margarita
Chicken,chickne
South Indian,irachi
South Indian,kalyani
South Indian,kakinada
South Indian,machilipatnam
South Indian,nattu koli
South Indian,nati
South Indian,natti koli
South Indian,nattu kozhli
South Indian,nattu kozi
South Indian,natu koli
South Indian,thalassery
South Indian,telugu
South Indian,thalapakattu
South Indian,ulvacharu
Arabian,zafarani
Arabian,zafaran
Arabian,zafaraan
Arabian,zafaraani
Arabian,zafrani
Arabian,zaffrani
North Indian,rogani
Chicken,mexican chicken noodels
North Indian,tawa pulao
Fast Food,bhajia
Fast Food,pav bhaaji
Bakery,cinammon roll
Bakery,poori roll
Desserts,jar cakes
Desserts,ice candy
South Indian,idliyappam
Beverages,ice cream shake
Beverages,ice cream milkshake
Asian,thai green veg
Asian,thai green chicken
Chinese,manchuruan
Beverages,coffee mini flask
Beverages,coffee flask
Beverages,tea mini flask
Beverages,tea flask
Fast Food,cheese toasts
Fast Food,cheese toast
Beverages,flask
Beverages,uniflask
South Indian,poori sabji
North Indian,chicken biryani rumali
North Indian,mutton biryani rumali
Biryani,veg biryani north indian
Biryani,chicken biryani north indian
South Indian,andhra strong tea south indian
Chicken,leg
Chicken,legs
Healthy Food,low calorie
South Indian,bheemavaram
South Indian,donne
South Indian,drumstick biryani
South Indian,konaseema
South Indian,neymeen
South Indian,royalu
Beverages,cookies and cream milkshakes
Beverages,cookies n cream milkshakes
Beverages,cookies and cream milkshake
Beverages,cookies n cream milkshake
Desserts,cookies and cream ice cream
Desserts,cookies n cream ice cream
Desserts,cookies and cream ice creams
Desserts,cookies n cream ice creams
Desserts,cookies and cream icecream
Desserts,cookies n cream icecream
Desserts,cookies and cream icecreams
Desserts,cookies n cream icecreams
North Indian,paneer mutter masala
South Indian,aavakai
South Indian,aaviri kudumu
South Indian,aaviri kumudu
South Indian,aavirikudumu
Italian,margarita with fresh tomato
Italian,cheesy margarita
South Indian,appalam
South Indian,dozza
South Indian,dossa
South Indian,masal vada
Bakery,murukulu
Asian,oreiental
Asian,oriental
South Indian,raghi mudha
South Indian,raghi mude
South Indian,raghi mudde
South Indian,raagi mudha
South Indian,raagi mude
South Indian,raagi mudde
South Indian,meen curry
Continental,fish & chips
Beverages,drink
Eggetarian,omblete
Italian,chicken pasta
South Indian,gongura rice
South Indian,podi rice
South Indian,rasam rice
Continental,cod & chips
Continental,salmon & chips
Continental,cod and chips
Continental,salmon and chips
Healthy Food,low fat
South Indian,mathi thava fry
South Indian,mathi tawa fry
South Indian,mathi rava fry
South Indian,mathi pollichathu
South Indian,mathi mulakittathu
South Indian,mathi mulakittath
South Indian,mathi meen curry
South Indian,mathi masala fry
South Indian,mathi fry
South Indian,mathi fish
South Indian,mathi curry rice
South Indian,mathi curry
Biryani,half biryani rice
Biryani,biryani rice
Beverages,dolcelatte
Chinese,munchurian
Italian,pizza bbq
South Indian,kerala poratta
Desserts,with ice cream
Desserts,and ice cream
Desserts,or ice cream
Bakery,with brownie
Bakery,with brownies
Desserts,with cheesecake
Desserts,and cheesecake
Desserts,or cheesecake
Desserts,with cheesecakes
Desserts,and cheesecakes
Desserts,or cheesecakes
Desserts,with cheese cake
Desserts,and cheese cake
Desserts,or cheese cake
Desserts,with cheese cakes
Desserts,and cheese cakes
Desserts,or cheese cakes
Desserts,browine
Fast Food,waffwich
Fast Food,wafwich
Fast Food,wafflewich
Desserts,creamsicle
Desserts,popscile
Desserts,popsicle
Bakery,icecream cake
Bakery,waffle milkshake combo
Desserts,belgian waffle
Asian,mo chai
North Indian,puri sabji
Desserts,and ice candy
Desserts,and sundae
Desserts,and ice creams
Desserts,and icecream
Desserts,and icecreams
Desserts,and icream
Desserts,with ice candy
Desserts,with sundae
Desserts,with ice creams
Desserts,with icecream
Desserts,with icecreams
Desserts,with icream
Desserts,or candy
Desserts,or sundae
Desserts,or ice creams
Desserts,or icecream
Desserts,or icecreams
Desserts,or icream
Desserts,& ice candy
Desserts,& ice cream
Desserts,& sundae
Desserts,& ice creams
Desserts,& icecream
Desserts,& icecreams
Desserts,& icream
Desserts,sundaes
Desserts,iccream
Desserts,iccreams
Desserts,ice-cream
Desserts,ice-creams
Desserts,kulfis
Desserts,kulfy
Desserts,casata
Desserts,sundea
Desserts,gelatoes
Desserts,gelatoe
Beverages,mock tail
Beverages,mock tails
Beverages,faloda
Beverages,cafe
Beverages,kaffe
Beverages,kofee
Beverages,cappuccinno
Beverages,cappucino
Beverages,cappucinno
Beverages,capucino
Beverages,capuchino
Beverages,moka
Beverages,mokka
Beverages,shakke
Beverages,milkshakes
Beverages,thickshek
Beverages,thickshakke
Beverages,frapee
Beverages,frape
Beverages,thick shakes
Beverages,milk shakes
Beverages,smothies
Beverages,coffe
Beverages,teas
Beverages,coffees
Beverages,chais
Beverages,krusher
Beverages,krushers
Beverages,brew
Beverages,coctail
Beverages,hot cocoa
Beverages,hot coco
Beverages,hot choco
Beverages,hot choc
Beverages,slushi
Beverages,flasks
Beverages,macciato
Beverages,machiato
Beverages,maciato
Beverages,crusherz
Beverages,krusherz
Beverages,float
Beverages,floats
Beverages,sorbot
Beverages,limonnade
Beverages,kanjji
Beverages,majiga
Beverages,chiler
Beverages,sangria
Beverages,qahwa
Beverages,sharabatthu
Beverages,sherbet
Beverages,thickshak
Beverages,soya milk
Beverages,cocktails
Beverages,cock tails
Desserts,rabadi
Desserts,condesed milk
Desserts,payyasam
Bakery,cakke
Bakery,cakkes
Bakery,cokie
Bakery,cokies
Bakery,pastris
Bakery,wafles
Bakery,wafel
Bakery,wafels
Desserts,belgium chips
Asian,tibetian
Asian,tibet
North Indian,tandoori natukodi
North Indian,tandoori vanjaram
North Indian,rajasthani parotta
North Indian,rajasthani parota
North Indian,chola puri
South Indian,mallabar
South Indian,malabaar
South Indian,mallabaar
South Indian,kerla
Fast Food,falafel roll kerala parota
Chinese,schezwan spring roll
Chinese,schezwan roll
North Indian,north indian burger vada
South Indian,burger vada
Italian,macroni
Desserts,nutella dosa
Biryani,bir n yakni
Biryani,bir yakni
Biryani,bir n yakhni
Biryani,bir yakhni
Biryani,bir n yahni
Biryani,bir yahni
North Indian,yakni
North Indian,bhujia
North Indian,bujia
Arabian,mandi rumali
Arabian,yakhni shorba
Arabian,yahni shorba
Arabian,yakni shorba
South Indian,nei puffs
South Indian,nei puff
Italian,pasta italiano tandoori
Italian,pasta mushroom tandoori cheese
Italian,pasta mushroom tandoori mayo
Italian,pasta paneer tandoori cheese
Italian,pizza chicken tikka
Italian,pizza paneer tikka
Italian,veg indiana pasta
Italian,indiana pasta
Italian,pizza paneer makhani
Desserts,rosogulla
Chinese,chinese
Chinese,chines
Chinese,chiness
Chinese,chinnes
Chinese,chineze
Arabian,irani
Arabian,iran
North Indian,makkhanwala
South Indian,vindalo
Bakery,tartlets
Bakery,tarts
Bakery,tartes
North Indian,aloo parota
North Indian,alu parota
South Indian,stuffed parota
North Indian,lacha parota
North Indian,aalo parota
North Indian,lachha parota
North Indian,aloo parotta
North Indian,alu parotta
North Indian,stuffed parotta
North Indian,lacha parotta
North Indian,aalo parotta
North Indian,lachha parotta
North Indian,allo parotta
Continental,finger chips
Mexican,chips and salsa
Mexican,chips n salsa
Mexican,chips & salsa
South Indian,emu mani puttu
North Indian,parathas
South Indian,kerala paratha
North Indian,stuffed paratta
North Indian,aloo paratta
North Indian,aalo paratta
North Indian,aalu paratta
North Indian,allu paratta
North Indian,allo paratta
North Indian,roomali
North Indian,rumaali
North Indian,rumalli
Desserts,fruit salad
Desserts,fruit salads
Healthy Food,salads
Fast Food,samoli
Fast Food,samooli
Fast Food,samouli
Fast Food,samuli
North Indian,chaampen
North Indian,masalewale
North Indian,masaledar
Fast Food,khuboos with salad
Fast Food,khuboos and salad
Fast Food,khuboos salad
Fast Food,kubus with salad
Fast Food,kubus and salad
Fast Food,kubus salad
Fast Food,kuboos with salad
Fast Food,kuboos and salad
Fast Food,kuboos salad
Fast Food,khubus with salad
Fast Food,khubus and salad
Fast Food,khubus salad
Desserts,fruits salad
Continental,toasted sausage
Healthy Food,fish curry 2 pcs rice & salad
Healthy Food,fish curry 2 roti 4 & salad
Healthy Food,lwo calorie
Fast Food,shavarma
Fast Food,patty bun
American,sloppy joe
Bakery,creampuff
Bakery,creampuffs
Bakery,cream puff
Bakery,cream puffs
Beverages,freak shake
Beverages,freakshake
Beverages,freak shakes
Beverages,freakshakes
Fast Food,bread omelettes
Fast Food,bread omlet
Fast Food,bread omlets
Fast Food,bread omlett
Fast Food,bread omlette
Fast Food,bread omlettes
Fast Food,bread omletts
Fast Food,omelet on bread
Fast Food,omelet on bread toast
Fast Food,omelets on bread
Fast Food,omelets on bread toast
Fast Food,omelette bread
Fast Food,omelette on bread
Fast Food,omelette on bread toast
Fast Food,omelettes bread
Fast Food,omelettes on bread
Fast Food,omelettes on bread toast
Fast Food,omlet bread
Fast Food,omlets bread
Fast Food,omlett bread
Fast Food,omlett on bread
Fast Food,omlett on bread toast
Fast Food,omlette bread
Fast Food,omlette on bread
Fast Food,omlette on bread toast
Fast Food,omlettes bread
Fast Food,omlettes on bread
Fast Food,omlettes on bread toast
Fast Food,omletts bread
Fast Food,omletts on bread
Fast Food,omletts on bread toast
Fast Food,san wich
Fast Food,san wiches
Fast Food,sand wichs
Healthy Food,protein shake
Healthy Food,protein shakes
Healthy Food,proteinshake
Healthy Food,proteinshakes
Healthy Food,protein thickshake
Healthy Food,protein thickshakes
Healthy Food,protein thick shake
Healthy Food,protein thick shakes
Healthy Food,health drink
Healthy Food,healthy drinks
Healthy Food,healthdrink
Healthy Food,healthydrinks
Healthy Food,fat free
Healthy Food,fatfree
Healthy Food,bhealthy
Healthy Food,oil free
Healthy Food,oilfree
Healthy Food,high protein
Healthy Food,low carbs
Healthy Food,low carb
Healthy Food,lowcarb
Continental,aioli
Continental,aoili
Arabian,shakhsuka
Arabian,shakshuka
Arabian,sakshuka
Mexican,texmex
Mexican,tex mex
Mexican,tejano
Mexican,texas
American,texan
American,texass
American,nyc
American,big apple
American,philly
American,phillys
American,philadephia
American,colorado
American,new hampshire
American,louisiana
Japanese,theriyaki
Japanese,umami
Japanese,ummami
Fast Food,toastizza
Fast Food,toastiza
Mexican,mex
Bakery,chips
Bakery,cookie
Bakery,cookies
Desserts,sudae
Desserts,sudaes
Desserts,cake pop
Italian,zuppa
Italian,toscana
Italian,pomodoro
Italian,pommodoro
Italian,de fungi
Italian,fungi
Italian,involtini
Continental,roulade
Continental,roulades
Arabian,khorak
Asian,woon sen
Asian,goong ob woonsen
Asian,ob woonsen
Asian,op woonsen
Asian,kung op
Asian,op kung
Asian,chow rice
South Indian,yetti pundi
South Indian,yetti
South Indian,yeti
Bakery,papdi
Beverages,sarbath
Bakery,chakkodi
Japanese,kakiage
Asian,yang jang
Italian,aglio e oli
Biryani,biryanis
Beverages,frapperie
Beverages,frapperies
Beverages,fraperies
Beverages,fraperie
Beverages,shakey
Beverages,shakers
Beverages,shaker
Beverages,shakerato
Desserts,tub
Desserts,tubs
Desserts,cones
Desserts,cone
Bakery,eclaire
Bakery,eclaires
Bakery,eclairs
Bakery,eclare
Bakery,eclares
Desserts,chum chum
Desserts,chumchum
Desserts,creme brule
Desserts,laddoo
Desserts,lado
Desserts,pannacata
Desserts,pannacotta
Desserts,rasmalai
Bakery,bunn
Desserts,chesecake
Bakery,chortcakes
Bakery,cinammon rolls
Bakery,fruit rol
Bakery,fruit roll
Bakery,fruit rolls
Bakery,fruit rols
Bakery,glazed rolls
Bakery,icecreams cake
Bakery,icecreams cakes
Bakery,icream cake
Bakery,macarons
Bakery,macaroons
Bakery,mufinn
Bakery,mufinns
Bakery,mufins
Bakery,nutella rolls
Bakery,pan cakke
Bakery,pan cakkes
Bakery,pie
Fast Food,sandwic
Bakery,tart
Bakery,waffels
Fast Food,wiches
Desserts,pasmalai
Biryani,birayni
Italian,arabita
Italian,arrabita
Italian,affumicato
Italian,peperoncino
Italian,siciliana
Italian,pepperoni
Mexican,mexicana
Italian,formaggio
Italian,funghi
Italian,fussily
Italian,gamberi
Italian,gambsce
Continental,chimichurri
Healthy Food,insalata
Asian,massaman
Asian,masaman
Mexican,maxican
Mexican,mexicano
Desserts,nutella pizza
Desserts,nutella lasagna
Italian,parmentier
Italian,alla'arrabbiata
Italian,alla arrabbiata
Italian,amatriciana
Mexican,fajita
Mexican,fajitas
Italian,genovese
Italian,napolitano
Bakery,quich
Italian,napoletana
Asian,dak nong
Mexican,queso
Italian,puttanesca
Italian,quattro carni
Italian,formaggi
Italian,formagi
Italian,stagioni
Italian,neapolitan
Italian,napolitaine
Italian,napolitana
Asian,som tam
Asian,som tum
Healthy Food,kcals
Biryani,veg biriyani
Biryani,mutton biriyani
Biryani,chicken biriyani
Biryani,prawn biriyani
Biryani,prawns biriyani
North Indian,roti
North Indian,roty
North Indian,rotys
North Indian,rotis
North Indian,malai rohu
North Indian,malai prawn
North Indian,malai prawns
North Indian,malai chicken
Fast Food,poppers
Chinese,dragon roll
Chinese,dragon rolls
South Indian,gonguru
North Indian,hariyali chicken
North Indian,hariyali kebabs
North Indian,hariyali kebobs
North Indian,hariyali kebob
North Indian,hariyali kebbob
North Indian,hariyali kebbobs
North Indian,butter naan
American,american
American,america
Chinese,chicken manchurian
Chinese,chicken manchuria
Chinese,paneer manchuria
Chinese,mushroom manchuria
Chinese,baby corn manchuria
South Indian,banjara
South Indian,banjaran
Chinese,chopsie
Chinese,chopusey
Chinese,chospy
Chinese,choupsey
Chinese,choupsuey
Chinese,choupsy
Fast Food,sweet corn
Chinese,crispy corn
Chinese,chopseey
Chinese,chop sue
Chinese,chow mein
Chinese,chow meen
Chinese,xhopsea
Chinese,chop soup
Chinese,chopuey
Desserts,browines
Continental,bacon & chips
Continental,bacon and chips
Continental,bacon n chips
Continental,bbq chicken & chips
Continental,bbq chicken and chips
Continental,burger and chips
Continental,chicken & chips
Continental,chicken and chips
Continental,chicken breast & chips
Continental,chicken breast and chips
Continental,chicken breast n chips
Continental,chicken n chips
Continental,cod & chips
Continental,cod and chips
Continental,finger chips
Continental,fish & chips
Continental,fish & chips bread
Continental,fish and chips
Continental,fish n chips
Continental,salmon & chips
Continental,salmon and chips
Continental,tempura and chips
Italian,garlic cheese bread
American,sloppy joy
Chicken,chick
South Indian,vadakari
South Indian,vadacurry
Bakery,pacakes
Chicken,shicken
Fast Food,dhai papdi
Fast Food,dahi papdi
Desserts,dessert brownie
Fast Food,felafel
Fast Food,felafels
Continental,halibut & chips
Continental,halibut and chips
Continental,halibut an chips
Continental,halibut n chips
Continental,mahi mahi & chips
Continental,mahi mahi and chips
Continental,mahi mahi a& chips
Continental,mahi mahi n chips
North Indian,shirmal
North Indian,shirmals
Desserts,thiramissu
Desserts,thiramisu
Fast Food,freid rice
Fast Food,noddles
Fast Food,nodles
Fast Food,nodels
Chinese,schezwan rice
North Indian,shahi kurma
North Indian,shahi
Chinese,pepper prawns
Beverages,softdrinks
Beverages,softdrink
North Indian,kurma
North Indian,khorrma
North Indian,khorma
South Indian,chapathi
South Indian,chapati
South Indian,chapaty
South Indian,chapathis
South Indian,chapathy
South Indian,chapathys
South Indian,chapatis
South Indian,chapatthy
South Indian,chapatthys
South Indian,chapatys
South Indian,chappathi
South Indian,chappathis
South Indian,chapty
South Indian,chaptys
North Indian,chana
North Indian,aalu bhindi
North Indian,aaloo bhindi
North Indian,aalu jeera
North Indian,aaloo jeera
North Indian,aalu gobhi
North Indian,aaloo gobhi
North Indian,aalu dum
North Indian,aaloo dum
North Indian,aalu chana
North Indian,aalu chilli
North Indian,aalu garlic
North Indian,aalu ginger
North Indian,aalu gobi
North Indian,aalu methi
North Indian,aalu mutter
North Indian,aalu palak
North Indian,aalu tomato
North Indian,aalu zeera
Beverages,aam ka panna
Beverages,aam ras
Beverages,aam rasila
Beverages,aam rass
Beverages,abc apple beetroot caroot
Beverages,abc apple beetroot carrot
Beverages,abc apple beet carrot
Healthy Food,cleanser
Healthy Food,cleansers
Desserts,abugata
North Indian,achari
South Indian,sadhya
South Indian,ada
North Indian,adrak paneer
North Indian,adraki dhaniya paneer
North Indian,adraki gobi
North Indian,adraki jhinga
North Indian,adraki jhinge
North Indian,adraki mirchi ke jhinge
North Indian,adraki mutton
North Indian,adraki paneer
North Indian,adraki prawns
North Indian,adraki vegetables
Beverages,affagato
Beverages,affogata
Beverages,soda water
Beverages,aerated water
Beverages,lime water
Arabian,afghan
Arabian,afghani
Arabian,afgan
Arabian,afgani
Italian,aglio riso
Bakery,petha
Bakery,mixture
North Indian,agra
South Indian,ayala fry
South Indian,aila fry
South Indian,aiila fry
Bakery,para
Bakery,shankarpalli
Bakery,bakarwadi
Bakery,bakarvadi
Bakery,bakarwaddi
Bakery,bakarwvddi
Bakery,bakarvaddi
Fast Food,papri chat
Bakery,bombay mix
Bakery,gajak
Fast Food,zaatar shawarma
Fast Food,zaatar jumbo shawarma
Continental,all day breakfast
Continental,continental breakfast
Fast Food,zinger
Fast Food,zingers
North Indian,zeera aloo
North Indian,zeera alu
North Indian,zeera mutton
North Indian,zeera pulao
Arabian,zaika
Arabian,khoresh e ghormeh
Arabian,khoresh
Arabian,ghormeh
Arabian,za atar
Desserts,mittai
Desserts,mitai
Chicken,thigh
Chicken,thighs
South Indian,varuval
Japanese,nigiri
North Indian,tadka dal
Desserts,burfy
Desserts,burfis
Desserts,burfys
North Indian,dal tadaka
North Indian,daal tadaka
North Indian,daal tadka
Beverages,xpresso
Asian,wontons
Beverages,wog watermelon orange and ginger
Beverages,wog watermelon orange ginger
Fast Food,blt
Fast Food,bacon lettuce tomato
Fast Food,wingy
Fast Food,wingstop
Fast Food,winglet
South Indian,mezhukkupuratti
Continental,wienerschnitzel
South Indian,chapal pulu
South Indian,chapal pulusu
South Indian,chapala pulusu
Desserts,kalakan
Bakery,chekodi
North Indian,chana chawal
Bakery,chakinalu
Bakery,chekalu
Bakery,chekallu
South Indian,uttappam
South Indian,uppma
South Indian,poratta
Italian,pesta
Beverages,slush
Beverages,slushs
Beverages,slushes
Beverages,slushys
Beverages,punch
Bakery,churumuri
Bakery,churumura
Beverages,slushe
Asian,black pepper sauce
Beverages,water bottles
Beverages,water bottled
Beverages,water ml
Beverages,water mls
Beverages,water litre
Beverages,water litres
Beverages,water liter
Beverages,water liters
Beverages,water l
Beverages,warm chocolate
South Indian,warangal
Continental,wambatu moju
Fast Food,wai wai
Chinese,vunan
South Indian,vulava kaaram
South Indian,vantakalu
South Indian,vantakalam
Beverages,virgin
Beverages,mogito
Beverages,mo ji to
Beverages,mogitos
Asian,vietnamese
Asian,vietnames
Asian,vietnam
South Indian,semiya
Bakery,verky poori
Beverages,vergin merry
Beverages,vergin mery
Beverages,vergin
Italian,verde
South Indian,veppilai katt
Beverages,venti
Bakery,vennundalu
Bakery,venundalu
Bakery,vennudalu
Bakery,venna vundalu
Bakery,venna undalu
South Indian,vendakkai
South Indian,vendakai
South Indian,thenga
South Indian,vellulli
South Indian,velulli
South Indian,veluli
South Indian,velluli
South Indian,venad
South Indian,vennad
South Indian,venaad
Italian,calzone
Asian,bao
Asian,baos
Fast Food,somasi
Continental,tirado
Asian,mee goreng
Chinese,mancuhrian
North Indian,malai curry
North Indian,makhanwala
Chinese,hong kong
Chinese,fuyong
Continental,florentine
Continental,fricassee
Continental,fricasee
Continental,fricase
Continental,fricass
Asian,dragon soup
Asian,eight treasure soup
Asian,eight treasure
Fast Food,croquette
Fast Food,croquetes
Fast Food,croquete
Fast Food,croquet
Fast Food,croquets
North Indian,curuma
Bakery,cutlet
Chinese,chow chow
Chinese,clear soup
Fast Food,cheese balls
Fast Food,cheese ball
Fast Food,chatpata
Continental,black bean soup
North Indian,banarasi
Italian,zappi
Chinese,woodang
Chinese,wudang
South Indian,varutharachathu
South Indian,varutharacha
South Indian,utappam
South Indian,utapam
Asian,tukpa
Japanese,tokyo
Asian,thenthuk
Asian,thentuk
Asian,tenthuk
Desserts,yogurt with
Desserts,yogurt and
Desserts,yogurt flavoured
Healthy Food,wheatgrass
Beverages,kuliki
Beverages,kulukki
Beverages,fizz
Beverages,mojo
Italian,aglio
Desserts,kalakandh
North Indian,tarkari
Fast Food,takatak
Fast Food,kata kat
Fast Food,katakat
Fast Food,taka tak
North Indian,tadka
North Indian,tadaka
Chinese,szechwan
Chinese,szechaun
Chinese,sweet n sour
Chinese,sweet & sour
North Indian,tarka
Beverages,iced american
Chinese,american chops
Beverages,kettle
Beverages,kettles
Beverages,ketles
Beverages,ketle
Biryani,kushka
Arabian,dajaj
Arabian,dejaj
Chicken,kukkad
Arabian,dijaj
Fast Food,pita
Fast Food,sandwhich
Fast Food,sandwhichs
Fast Food,sandwhiches
Bakery,sohan papdi
Arabian,arabia
Mexican,quesadilla sandwich
Mexican,quesadilla sanwich
Mexican,quesadilla sandwichs
Mexican,quesadilla sandwiches
Desserts,cake jar
North Indian,tikki
North Indian,tikkis
North Indian,tikkas
Continental,haddock & chips
Continental,haddock & chip
Continental,haddock and chips
Continental,haddock and chip
Continental,haddock n chip
Continental,haddock n chips
Continental,prawns & chips
Continental,prawns & chip
Continental,prawns and chip
Continental,prawns and chips
Continental,prawns n chips
Continental,prawns n chip
Fast Food,hog dog
Arabian,afghani chicken
South Indian,barota
South Indian,barotta
South Indian,barrota
South Indian,celylon
Desserts,american pie
Desserts,apple cinnamon crumble
Desserts,apple crumble
Fast Food,american dog
North Indian,galouti
Fast Food,harissa sandwich
Healthy Food,lebanese fattoush salad
North Indian,cholay
Chinese,veg crispy
Chinese,veg chilli
Fast Food,chilli potato
Fast Food,crispy potato
South Indian,sooji chilla
South Indian,chilla
South Indian,dosas
South Indian,idlis
South Indian,idllys
South Indian,idlliys
South Indian,idliys
South Indian,idliy
Eggetarian,eggiterian
Eggetarian,eggaterian
Eggetarian,eggterian
Eggetarian,eggtarian
Eggetarian,eggitarian
Eggetarian,eggatarian
Eggetarian,eggetarian
Bakery,truffle pastry
Chinese,8 treasure soup
Chinese,8 treasure soups
Chinese,eight treasure soups
Japanese,nikiri
Desserts,malai stick
Arabian,ganouj
Arabian,baba ganouj
Desserts,kesar cup
Desserts,kesar cups
South Indian,chatni
South Indian,chatnis
Fast Food,cheese dog
Chinese,noodels
Chinese,noodel
North Indian,saagwala
North Indian,makhni
North Indian,achaari chicken
North Indian,achar chicken
South Indian,urval
North Indian,adrak murgh
North Indian,adraki chicken
North Indian,adraki murg
North Indian,adraki murgh
Asian,zong tong
Asian,xian shang
Asian,xian
South Indian,vantillu
South Indian,vantilu
Chinese,tsing hoi
Chinese,tsinghoi
Chinese,tshanghai
Chinese,tshang hai
Chinese,tshing hai
Chinese,tsing hai
South Indian,porichathu
South Indian,porichatu
South Indian,porichattu
South Indian,trivandrum
Mexican,tostadas
Asian,thupka
South Indian,thiruvananthapuram
Japanese,teri yaki
North Indian,tanoodri
North Indian,tandroori
Chinese,manchiria
North Indian,tandoor
North Indian,tandoodri
North Indian,tandhoori
North Indian,tanddori
North Indian,lababdar
North Indian,labbabdar
Asian,taipei
Asian,tai pei
Asian,taipai
Asian,tai chi
Asian,taichi
Asian,tahipai
North Indian,tikke
Chinese,sweet cron chicken soup
Chinese,sweet cron soup
Chinese,sweet chicken corn soup
North Indian,gurkha
Arabian,khabsa
Arabian,majboos
Arabian,majbus
Arabian,majbbus
Arabian,majbuus
Asian,human style
Asian,human sauce
Chinese,schezuan
Arabian,sambousek
North Indian,saag wala
Italian,alfredo
South Indian,ragi sangati
South Indian,ragi mude
South Indian,ragi mudda
South Indian,ragi muda
South Indian,ragi muddha
South Indian,raagi
South Indian,pollachi
Continental,piri piri
North Indian,peshawari
North Indian,peshawar
North Indian,panjabi
South Indian,palnadu
South Indian,pallipalayam
South Indian,pachimirchi
South Indian,pachi mirchi
North Indian,tanadoori
South Indian,nuvvula
South Indian,nuvula
South Indian,nuvulla
South Indian,nellur
South Indian,nelure
South Indian,natu
South Indian,natti
South Indian,natikoli
South Indian,naati
North Indian,patiala
North Indian,methiwala
North Indian,methi malai
North Indian,methi khas
North Indian,methi chaman
North Indian,chaman
North Indian,kali mirch
North Indian,kalimirch
North Indian,kali mirchi
North Indian,kalimirchi
North Indian,jhinga
North Indian,dopayaza
South Indian,bedgi
South Indian,angaara
North Indian,mazadar
North Indian,lajawab
North Indian,do pyaaza
North Indian,dopyaaza
North Indian,dopyaza
North Indian,bharta
Continental,tagine
Asian,mongolion
Asian,mongligan
South Indian,miryalu
South Indian,miryala
South Indian,miriyalu
South Indian,miriyala
South Indian,mentikura
Continental,masimara
Continental,maasai mara
South Indian,marumilli
Italian,marconi
Asian,mangolian
South Indian,mangalorean
South Indian,mangalore
Chinese,mancho
South Indian,mamidikaya
South Indian,malkipuram
North Indian,ludhlanvi
Chinese,long fung
North Indian,litti
North Indian,littie
Asian,lee foo
Asian,leefoo
Asian,leefu
North Indian,lajawaab
North Indian,lahori
North Indian,lahorey
Asian,kung pow
Asian,kungpow
Asian,kungpoa
Asian,kungpao
Asian,kung poa
Asian,kung pa
Asian,kungpa
Asian,kung fu
Asian,kungfu
South Indian,kundapura
South Indian,kundapur
Asian,kumpow
North Indian,patialawala
Asian,kowloon
South Indian,kothuporatta
South Indian,natty koli
South Indian,nattykoli
South Indian,nattykodi
South Indian,natty kodi
Asian,koi thiao
Fast Food,khubuz
South Indian,karuveppilai
South Indian,karuvepilai
South Indian,karaikudi
South Indian,kakathiya
Japanese,japanese
North Indian,jalandhari
Chinese,hotor sour
Chinese,hot n sour sour
Chinese,hot and sour soup
Chinese,hot n sour soup
Chinese,honkong
Chinese,hon kong
Chinese,hongkong
Chinese,hongking
Japanese,hokkaido
Japanese,hokaido
Chinese,hoisin
North Indian,harayali
North Indian,hariyaali
South Indian,guntoor
South Indian,gongoora
South Indian,gonggura
South Indian,golkonda
South Indian,gogura
Chinese,general tso
Chinese,general taos
South Indian,elayada
South Indian,ottada
South Indian,otada
Chinese,dragon chicken
South Indian,chinthamani
South Indian,chintha chiguru
South Indian,chiguru
Chinese,ching
Continental,churrasco
Continental,churasco
Continental,chirasco
Fast Food,winglets
Fast Food,wingette
Italian,veneziana
South Indian,vatiyadhu
South Indian,varutharachath
South Indian,vartiyadu
South Indian,varaval
South Indian,varattiyathu
South Indian,varathu arachadhu
South Indian,varathu
South Indian,arachadhu
South Indian,uppu kari
South Indian,uppukari
South Indian,upu kari
South Indian,upukari
South Indian,uppkari
South Indian,uppu curry
South Indian,upp curry
South Indian,upucurry
South Indian,ullichaar
South Indian,ulichaar
South Indian,ulichar
South Indian,ullichar
South Indian,ularthu
South Indian,ularthiyath
Asian,tum yum goong
Asian,tum yum
Asian,tumyum
South Indian,travancore
Japanese,toridango
Japanese,tori dango
Asian,tom yom
Asian,tom yung
Asian,tomyung
Asian,toluman
Mexican,toast ah da
North Indian,tikkka
Asian,thukappa
South Indian,theregal
South Indian,thattukada
Asian,thamium
Asian,tai pai
North Indian,tadkha
Chinese,sweet soup
South Indian,sukkha
Asian,sui mai
Fast Food,submarine
Chinese,baby corn soup
Asian,sozemein
Asian,soze mein
Continental,souvlaki
Asian,siu mai
North Indian,sher e punjab
Asian,shaptak
Asian,shangrilla
Asian,shangrila
Asian,shangri la
North Indian,shalimar
